YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION for ELECTRICITY
2003,GA,Total Electric Power Industry,Natural Gas,35009361
2003,GA,"Electric Generators, Electric Utilities",Coal,33349868
2003,GA,"Electric Generators, Electric Utilities",Petroleum,589788
2003,GA,"Electric Generators, Electric Utilities",Natural Gas,8221949
2003,GA,"Electric Generators, Independent Power Producers",Petroleum,142389
2003,GA,"Electric Generators, Independent Power Producers",Natural Gas,22572362
2003,GA,"Combined Heat and Power, Electric Power",Petroleum,10482
2003,GA,"Combined Heat and Power, Electric Power",Natural Gas,1386287
2003,GA,"Combined Heat and Power, Commercial Power",Petroleum,4973
2003,GA,"Combined Heat and Power, Industrial Power",Coal,372884
2003,GA,"Combined Heat and Power, Industrial Power",Petroleum,1148456
2003,GA,"Combined Heat and Power, Industrial Power",Natural Gas,2828762
2003,HI,Total Electric Power Industry,Coal,751987
2003,HI,Total Electric Power Industry,Petroleum,13133452
2003,HI,Total Electric Power Industry,Natural Gas,0
2003,HI,Total Electric Power Industry,Other Gases (Billion BTU),361
2003,HI,"Electric Generators, Electric Utilities",Petroleum,11099634
2003,HI,"Electric Generators, Independent Power Producers",Petroleum,1933
2003,HI,"Combined Heat and Power, Electric Power",Coal,751987
2003,HI,"Combined Heat and Power, Electric Power",Petroleum,1841363
2003,HI,"Combined Heat and Power, Electric Power",Natural Gas,0
2003,HI,"Combined Heat and Power, Industrial Power",Petroleum,190522
2003,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),361
2003,IA,Total Electric Power Industry,Coal,22479675
2003,IA,Total Electric Power Industry,Petroleum,224768
2003,IA,Total Electric Power Industry,Natural Gas,4899149
2003,IA,"Electric Generators, Electric Utilities",Coal,21680437
2003,IA,"Electric Generators, Electric Utilities",Petroleum,208933
2003,IA,"Electric Generators, Electric Utilities",Natural Gas,4251501
2003,IA,"Electric Generators, Independent Power Producers",Petroleum,4081
2003,IA,"Electric Generators, Independent Power Producers",Natural Gas,250
2003,IA,"Combined Heat and Power, Commercial Power",Coal,97205
2003,IA,"Combined Heat and Power, Commercial Power",Petroleum,11601
2003,IA,"Combined Heat and Power, Commercial Power",Natural Gas,132907
2003,IA,"Combined Heat and Power, Industrial Power",Coal,702033
2003,IA,"Combined Heat and Power, Industrial Power",Petroleum,153
2003,IA,"Combined Heat and Power, Industrial Power",Natural Gas,514491
2003,ID,Total Electric Power Industry,Coal,41989
2003,ID,Total Electric Power Industry,Petroleum,210
2003,ID,Total Electric Power Industry,Natural Gas,10215210
2003,ID,"Electric Generators, Electric Utilities",Petroleum,210
2003,ID,"Electric Generators, Electric Utilities",Natural Gas,754320
2003,ID,"Electric Generators, Independent Power Producers",Natural Gas,7119663
2003,ID,"Combined Heat and Power, Electric Power",Natural Gas,1044405
2003,ID,"Combined Heat and Power, Industrial Power",Coal,41989
2003,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2003,ID,"Combined Heat and Power, Industrial Power",Natural Gas,1296822
2003,IL,Total Electric Power Industry,Coal,51171157
2003,IL,Total Electric Power Industry,Petroleum,2231362
2003,IL,Total Electric Power Industry,Natural Gas,39207038
2003,IL,Total Electric Power Industry,Other Gases (Billion BTU),1866
2003,IL,"Electric Generators, Electric Utilities",Coal,4774078
2003,IL,"Electric Generators, Electric Utilities",Petroleum,106333
2003,IL,"Electric Generators, Electric Utilities",Natural Gas,400414
2003,IL,"Electric Generators, Independent Power Producers",Coal,45212564
2003,IL,"Electric Generators, Independent Power Producers",Petroleum,2120102
2003,IL,"Electric Generators, Independent Power Producers",Natural Gas,25263610
2003,IL,"Combined Heat and Power, Electric Power",Coal,73571
2003,IL,"Combined Heat and Power, Electric Power",Natural Gas,3830094
2003,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2003,IL,"Combined Heat and Power, Commercial Power",Coal,13433
2003,IL,"Combined Heat and Power, Commercial Power",Petroleum,4762
2003,IL,"Combined Heat and Power, Commercial Power",Natural Gas,2542234
2003,IL,"Combined Heat and Power, Industrial Power",Coal,1097511
2003,IL,"Combined Heat and Power, Industrial Power",Petroleum,164
2003,IL,"Combined Heat and Power, Industrial Power",Natural Gas,7170685
2003,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1866
2003,IN,Total Electric Power Industry,Coal,58409398
2003,IN,Total Electric Power Industry,Petroleum,874898
2003,IN,Total Electric Power Industry,Natural Gas,28422870
2003,IN,Total Electric Power Industry,Other Gases (Billion BTU),28856
2003,IN,"Electric Generators, Electric Utilities",Coal,54290573
2003,IN,"Electric Generators, Electric Utilities",Petroleum,812776
2003,IN,"Electric Generators, Electric Utilities",Natural Gas,15276493
2003,IN,"Electric Generators, Independent Power Producers",Coal,1546108
2003,IN,"Electric Generators, Independent Power Producers",Natural Gas,2752039
2003,IN,"Combined Heat and Power, Electric Power",Coal,2470171
2003,IN,"Combined Heat and Power, Electric Power",Petroleum,43
2003,IN,"Combined Heat and Power, Electric Power",Natural Gas,8060497
2003,IN,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),101
2003,IN,"Combined Heat and Power, Commercial Power",Coal,72917
2003,IN,"Combined Heat and Power, Commercial Power",Petroleum,2158
2003,IN,"Combined Heat and Power, Commercial Power",Natural Gas,37017
2003,IN,"Combined Heat and Power, Industrial Power",Coal,29630
2003,IN,"Combined Heat and Power, Industrial Power",Petroleum,59921
2003,IN,"Combined Heat and Power, Industrial Power",Natural Gas,2296824
2003,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),28755
2003,KS,Total Electric Power Industry,Coal,22579986
2003,KS,Total Electric Power Industry,Petroleum,1675567
2003,KS,Total Electric Power Industry,Natural Gas,14853397
2003,KS,"Electric Generators, Electric Utilities",Coal,22579986
2003,KS,"Electric Generators, Electric Utilities",Petroleum,1674724
2003,KS,"Electric Generators, Electric Utilities",Natural Gas,14487745
2003,KS,"Combined Heat and Power, Commercial Power",Petroleum,0
2003,KS,"Combined Heat and Power, Commercial Power",Natural Gas,7022
2003,KS,"Combined Heat and Power, Industrial Power",Petroleum,843
2003,KS,"Combined Heat and Power, Industrial Power",Natural Gas,358630
2003,KY,Total Electric Power Industry,Coal,38521048
2003,KY,Total Electric Power Industry,Petroleum,6062109
2003,KY,Total Electric Power Industry,Natural Gas,7334463
2003,KY,Total Electric Power Industry,Other Gases (Billion BTU),0
2003,KY,"Electric Generators, Electric Utilities",Coal,34684736
2003,KY,"Electric Generators, Electric Utilities",Petroleum,270635
2003,KY,"Electric Generators, Electric Utilities",Natural Gas,3032152
2003,KY,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2003,KY,"Electric Generators, Independent Power Producers",Coal,3836312
2003,KY,"Electric Generators, Independent Power Producers",Petroleum,5791474
2003,KY,"Electric Generators, Independent Power Producers",Natural Gas,634376
2003,KY,"Combined Heat and Power, Industrial Power",Natural Gas,3667934
2003,LA,Total Electric Power Industry,Coal,15476853
2003,LA,Total Electric Power Industry,Petroleum,5313279
2003,LA,Total Electric Power Industry,Natural Gas,438122117
2003,LA,Total Electric Power Industry,Other Gases (Billion BTU),21466
2003,LA,"Electric Generators, Electric Utilities",Coal,7801738
2003,LA,"Electric Generators, Electric Utilities",Petroleum,1780696
2003,LA,"Electric Generators, Electric Utilities",Natural Gas,169724174
2003,LA,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),6032
2003,LA,"Electric Generators, Independent Power Producers",Coal,7660740
2003,LA,"Electric Generators, Independent Power Producers",Petroleum,3196342
2003,LA,"Electric Generators, Independent Power Producers",Natural Gas,53640020
2003,LA,"Combined Heat and Power, Electric Power",Petroleum,252325
2003,LA,"Combined Heat and Power, Electric Power",Natural Gas,11098189
2003,LA,"Combined Heat and Power, Commercial Power",Natural Gas,633809
2003,LA,"Combined Heat and Power, Industrial Power",Coal,14375
2003,LA,"Combined Heat and Power, Industrial Power",Petroleum,83916
2003,LA,"Combined Heat and Power, Industrial Power",Natural Gas,203025924
2003,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),15434
2003,MA,Total Electric Power Industry,Coal,4399322
2003,MA,Total Electric Power Industry,Petroleum,12653846
2003,MA,Total Electric Power Industry,Natural Gas,173677236
2003,MA,"Electric Generators, Electric Utilities",Coal,455805
2003,MA,"Electric Generators, Electric Utilities",Petroleum,836861
2003,MA,"Electric Generators, Electric Utilities",Natural Gas,2214507
2003,MA,"Electric Generators, Independent Power Producers",Coal,3933976
2003,MA,"Electric Generators, Independent Power Producers",Petroleum,10879234
2003,MA,"Electric Generators, Independent Power Producers",Natural Gas,123844422
2003,MA,"Combined Heat and Power, Electric Power",Petroleum,230227
2003,MA,"Combined Heat and Power, Electric Power",Natural Gas,42850025
2003,MA,"Combined Heat and Power, Commercial Power",Petroleum,408137
2003,MA,"Combined Heat and Power, Commercial Power",Natural Gas,3326770
2003,MA,"Combined Heat and Power, Industrial Power",Coal,9541
2003,MA,"Combined Heat and Power, Industrial Power",Petroleum,299386
2003,MA,"Combined Heat and Power, Industrial Power",Natural Gas,1441513
2003,MD,Total Electric Power Industry,Coal,11852129
2003,MD,Total Electric Power Industry,Petroleum,6164252
2003,MD,Total Electric Power Industry,Natural Gas,11162538
2003,MD,Total Electric Power Industry,Other Gases (Billion BTU),6717
2003,MD,"Electric Generators, Electric Utilities",Petroleum,91424
2003,MD,"Electric Generators, Electric Utilities",Natural Gas,0
2003,MD,"Electric Generators, Independent Power Producers",Coal,11091622
2003,MD,"Electric Generators, Independent Power Producers",Petroleum,5909833
2003,MD,"Electric Generators, Independent Power Producers",Natural Gas,4727063
2003,MD,"Combined Heat and Power, Electric Power",Coal,671027
2003,MD,"Combined Heat and Power, Electric Power",Petroleum,156792
2003,MD,"Combined Heat and Power, Electric Power",Natural Gas,5916808
2003,MD,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),6717
2003,MD,"Combined Heat and Power, Commercial Power",Petroleum,293
2003,MD,"Combined Heat and Power, Industrial Power",Coal,89480
2003,MD,"Combined Heat and Power, Industrial Power",Petroleum,5910
2003,MD,"Combined Heat and Power, Industrial Power",Natural Gas,518667
2003,ME,Total Electric Power Industry,Coal,144473
2003,ME,Total Electric Power Industry,Petroleum,3165437
2003,ME,Total Electric Power Industry,Natural Gas,68357096
2003,ME,Total Electric Power Industry,Other Gases (Billion BTU),1
2003,ME,"Electric Generators, Electric Utilities",Petroleum,2403
2003,ME,"Electric Generators, Independent Power Producers",Petroleum,2146508
2003,ME,"Electric Generators, Independent Power Producers",Natural Gas,49642861
2003,ME,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),1
2003,ME,"Combined Heat and Power, Electric Power",Coal,46491
2003,ME,"Combined Heat and Power, Electric Power",Petroleum,2776
2003,ME,"Combined Heat and Power, Electric Power",Natural Gas,4582318
2003,ME,"Combined Heat and Power, Commercial Power",Petroleum,9723
2003,ME,"Combined Heat and Power, Commercial Power",Natural Gas,27040
2003,ME,"Combined Heat and Power, Industrial Power",Coal,97982
2003,ME,"Combined Heat and Power, Industrial Power",Petroleum,1004027
2003,ME,"Combined Heat and Power, Industrial Power",Natural Gas,14104877
2003,MI,Total Electric Power Industry,Coal,34554475
2003,MI,Total Electric Power Industry,Petroleum,2038952
2003,MI,Total Electric Power Industry,Natural Gas,97687218
2003,MI,Total Electric Power Industry,Other Gases (Billion BTU),42
2003,MI,"Electric Generators, Electric Utilities",Coal,33879727
2003,MI,"Electric Generators, Electric Utilities",Petroleum,1674186
2003,MI,"Electric Generators, Electric Utilities",Natural Gas,13393855
2003,MI,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2003,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2003,MI,"Electric Generators, Independent Power Producers",Natural Gas,5672041
2003,MI,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),42
2003,MI,"Combined Heat and Power, Electric Power",Coal,221162
2003,MI,"Combined Heat and Power, Electric Power",Petroleum,11297
2003,MI,"Combined Heat and Power, Electric Power",Natural Gas,73784718
2003,MI,"Combined Heat and Power, Commercial Power",Coal,88427
2003,MI,"Combined Heat and Power, Commercial Power",Petroleum,305
2003,MI,"Combined Heat and Power, Commercial Power",Natural Gas,202294
2003,MI,"Combined Heat and Power, Industrial Power",Coal,365159
2003,MI,"Combined Heat and Power, Industrial Power",Petroleum,353164
2003,MI,"Combined Heat and Power, Industrial Power",Natural Gas,4634310
2003,MN,Total Electric Power Industry,Coal,21386606
2003,MN,Total Electric Power Industry,Petroleum,1570744
2003,MN,Total Electric Power Industry,Natural Gas,18149562
2003,MN,"Electric Generators, Electric Utilities",Coal,19809479
2003,MN,"Electric Generators, Electric Utilities",Petroleum,1535188
2003,MN,"Electric Generators, Electric Utilities",Natural Gas,11945546
2003,MN,"Electric Generators, Independent Power Producers",Coal,887512
2003,MN,"Electric Generators, Independent Power Producers",Petroleum,3467
2003,MN,"Combined Heat and Power, Electric Power",Coal,28054
2003,MN,"Combined Heat and Power, Electric Power",Petroleum,18975
2003,MN,"Combined Heat and Power, Electric Power",Natural Gas,4376766
2003,MN,"Combined Heat and Power, Commercial Power",Petroleum,6974
2003,MN,"Combined Heat and Power, Commercial Power",Natural Gas,771943
2003,MN,"Combined Heat and Power, Industrial Power",Coal,661562
2003,MN,"Combined Heat and Power, Industrial Power",Petroleum,6140
2003,MN,"Combined Heat and Power, Industrial Power",Natural Gas,1055308
2003,MO,Total Electric Power Industry,Coal,44044935
2003,MO,Total Electric Power Industry,Petroleum,330789
2003,MO,Total Electric Power Industry,Natural Gas,22119200
2003,MO,Total Electric Power Industry,Other Gases (Billion BTU),12
2003,MO,"Electric Generators, Electric Utilities",Coal,43835068
2003,MO,"Electric Generators, Electric Utilities",Petroleum,329569
2003,MO,"Electric Generators, Electric Utilities",Natural Gas,15639801
2003,MO,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),12
2003,MO,"Electric Generators, Independent Power Producers",Natural Gas,6137847
2003,MO,"Combined Heat and Power, Commercial Power",Coal,66351
2003,MO,"Combined Heat and Power, Commercial Power",Petroleum,265
2003,MO,"Combined Heat and Power, Commercial Power",Natural Gas,203066
2003,MO,"Combined Heat and Power, Industrial Power",Coal,143516
2003,MO,"Combined Heat and Power, Industrial Power",Petroleum,954
2003,MO,"Combined Heat and Power, Industrial Power",Natural Gas,138486
2003,MS,Total Electric Power Industry,Coal,9550483
2003,MS,Total Electric Power Industry,Petroleum,2660680
2003,MS,Total Electric Power Industry,Natural Gas,100840843
2003,MS,Total Electric Power Industry,Other Gases (Billion BTU),305
2003,MS,"Electric Generators, Electric Utilities",Coal,5888782
2003,MS,"Electric Generators, Electric Utilities",Petroleum,2635158
2003,MS,"Electric Generators, Electric Utilities",Natural Gas,66122306
2003,MS,"Electric Generators, Independent Power Producers",Coal,3655727
2003,MS,"Electric Generators, Independent Power Producers",Natural Gas,29958748
2003,MS,"Combined Heat and Power, Commercial Power",Natural Gas,164741
2003,MS,"Combined Heat and Power, Industrial Power",Coal,5974
2003,MS,"Combined Heat and Power, Industrial Power",Petroleum,25522
2003,MS,"Combined Heat and Power, Industrial Power",Natural Gas,4595048
2003,MS,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),305
2003,MT,Total Electric Power Industry,Coal,11031665
2003,MT,Total Electric Power Industry,Petroleum,981132
2003,MT,Total Electric Power Industry,Natural Gas,333892
2003,MT,Total Electric Power Industry,Other Gases (Billion BTU),262
2003,MT,"Electric Generators, Electric Utilities",Coal,319271
2003,MT,"Electric Generators, Electric Utilities",Petroleum,3710
2003,MT,"Electric Generators, Electric Utilities",Natural Gas,251791
2003,MT,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2003,MT,"Electric Generators, Independent Power Producers",Coal,10712394
2003,MT,"Electric Generators, Independent Power Producers",Petroleum,68295
2003,MT,"Electric Generators, Independent Power Producers",Natural Gas,6806
2003,MT,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),58
2003,MT,"Combined Heat and Power, Electric Power",Petroleum,909127
2003,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),204
2003,MT,"Combined Heat and Power, Industrial Power",Natural Gas,75295
2003,NC,Total Electric Power Industry,Coal,29698950
2003,NC,Total Electric Power Industry,Petroleum,1635104
2003,NC,Total Electric Power Industry,Natural Gas,14335651
2003,NC,Total Electric Power Industry,Other Gases (Billion BTU),0
2003,NC,"Electric Generators, Electric Utilities",Coal,27882916
2003,NC,"Electric Generators, Electric Utilities",Petroleum,975945
2003,NC,"Electric Generators, Electric Utilities",Natural Gas,11595735
2003,NC,"Electric Generators, Independent Power Producers",Petroleum,73602
2003,NC,"Electric Generators, Independent Power Producers",Natural Gas,1839721
2003,NC,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2003,NC,"Combined Heat and Power, Electric Power",Coal,1421186
2003,NC,"Combined Heat and Power, Electric Power",Petroleum,100619
2003,NC,"Combined Heat and Power, Electric Power",Natural Gas,754957
2003,NC,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2003,NC,"Combined Heat and Power, Commercial Power",Coal,22101
2003,NC,"Combined Heat and Power, Commercial Power",Petroleum,5251
2003,NC,"Combined Heat and Power, Commercial Power",Natural Gas,24561
2003,NC,"Combined Heat and Power, Industrial Power",Coal,372747
2003,NC,"Combined Heat and Power, Industrial Power",Petroleum,479687
2003,NC,"Combined Heat and Power, Industrial Power",Natural Gas,120676
2003,ND,Total Electric Power Industry,Coal,25319466
2003,ND,Total Electric Power Industry,Petroleum,99715
2003,ND,Total Electric Power Industry,Natural Gas,43891
2003,ND,Total Electric Power Industry,Other Gases (Billion BTU),213
2003,ND,"Electric Generators, Electric Utilities",Coal,25172975
2003,ND,"Electric Generators, Electric Utilities",Petroleum,95284
2003,ND,"Electric Generators, Electric Utilities",Natural Gas,283
2003,ND,"Combined Heat and Power, Industrial Power",Coal,146491
2003,ND,"Combined Heat and Power, Industrial Power",Petroleum,4431
2003,ND,"Combined Heat and Power, Industrial Power",Natural Gas,43608
2003,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),213
2003,NE,Total Electric Power Industry,Coal,12749526
2003,NE,Total Electric Power Industry,Petroleum,103698
2003,NE,Total Electric Power Industry,Natural Gas,4707395
2003,NE,Total Electric Power Industry,Other Gases (Billion BTU),2
2003,NE,"Electric Generators, Electric Utilities",Coal,12725226
2003,NE,"Electric Generators, Electric Utilities",Petroleum,101805
2003,NE,"Electric Generators, Electric Utilities",Natural Gas,4579384
2003,NE,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),2
2003,NE,"Combined Heat and Power, Electric Power",Natural Gas,12229
2003,NE,"Combined Heat and Power, Commercial Power",Petroleum,1893
2003,NE,"Combined Heat and Power, Commercial Power",Natural Gas,115783
2003,NE,"Combined Heat and Power, Industrial Power",Coal,24300
2003,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0
2003,NH,Total Electric Power Industry,Coal,1595254
2003,NH,Total Electric Power Industry,Petroleum,3580698
2003,NH,Total Electric Power Industry,Natural Gas,30836063
2003,NH,"Electric Generators, Electric Utilities",Coal,1595254
2003,NH,"Electric Generators, Electric Utilities",Petroleum,3489026
2003,NH,"Electric Generators, Electric Utilities",Natural Gas,1060
2003,NH,"Electric Generators, Independent Power Producers",Petroleum,37240
2003,NH,"Electric Generators, Independent Power Producers",Natural Gas,28625475
2003,NH,"Combined Heat and Power, Commercial Power",Petroleum,32958
2003,NH,"Combined Heat and Power, Industrial Power",Petroleum,21474
2003,NH,"Combined Heat and Power, Industrial Power",Natural Gas,2209528
2003,NJ,Total Electric Power Industry,Coal,4072934
2003,NJ,Total Electric Power Industry,Petroleum,3122544
2003,NJ,Total Electric Power Industry,Natural Gas,131508631
2003,NJ,Total Electric Power Industry,Other Gases (Billion BTU),4858
2003,NJ,"Electric Generators, Electric Utilities",Coal,778645
2003,NJ,"Electric Generators, Electric Utilities",Petroleum,419345
2003,NJ,"Electric Generators, Electric Utilities",Natural Gas,375889
2003,NJ,"Electric Generators, Independent Power Producers",Coal,2065173
2003,NJ,"Electric Generators, Independent Power Producers",Petroleum,1899946
2003,NJ,"Electric Generators, Independent Power Producers",Natural Gas,46069691
2003,NJ,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),25
2003,NJ,"Combined Heat and Power, Electric Power",Coal,1229116
2003,NJ,"Combined Heat and Power, Electric Power",Petroleum,489056
2003,NJ,"Combined Heat and Power, Electric Power",Natural Gas,74279573
2003,NJ,"Combined Heat and Power, Commercial Power",Petroleum,4768
2003,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,1232520
2003,NJ,"Combined Heat and Power, Industrial Power",Petroleum,309428
2003,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,9550958
2003,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),4833
2003,NM,Total Electric Power Industry,Coal,16541512
2003,NM,Total Electric Power Industry,Petroleum,90503
2003,NM,Total Electric Power Industry,Natural Gas,36551826
2003,NM,"Electric Generators, Electric Utilities",Coal,16541512
2003,NM,"Electric Generators, Electric Utilities",Petroleum,84602
2003,NM,"Electric Generators, Electric Utilities",Natural Gas,30050326
2003,NM,"Electric Generators, Independent Power Producers",Petroleum,3114
2003,NM,"Electric Generators, Independent Power Producers",Natural Gas,889006
2003,NM,"Combined Heat and Power, Electric Power",Natural Gas,3291335
2003,NM,"Combined Heat and Power, Commercial Power",Natural Gas,575980
2003,NM,"Combined Heat and Power, Industrial Power",Petroleum,2787
2003,NM,"Combined Heat and Power, Industrial Power",Natural Gas,1745179
2003,NV,Total Electric Power Industry,Coal,7869456
2003,NV,Total Electric Power Industry,Petroleum,33700
2003,NV,Total Electric Power Industry,Natural Gas,114026919
2003,NV,Total Electric Power Industry,Other Gases (Billion BTU),211
2003,NV,"Electric Generators, Electric Utilities",Coal,7869456
2003,NV,"Electric Generators, Electric Utilities",Petroleum,33700
2003,NV,"Electric Generators, Electric Utilities",Natural Gas,55843605
2003,NV,"Electric Generators, Independent Power Producers",Petroleum,0
2003,NV,"Electric Generators, Independent Power Producers",Natural Gas,31843632
2003,NV,"Combined Heat and Power, Electric Power",Natural Gas,26339682
2003,NV,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),211
2003,NY,Total Electric Power Industry,Coal,9687537
2003,NY,Total Electric Power Industry,Petroleum,32805693
2003,NY,Total Electric Power Industry,Natural Gas,259128219
2003,NY,"Electric Generators, Electric Utilities",Coal,746084
2003,NY,"Electric Generators, Electric Utilities",Petroleum,16421607
2003,NY,"Electric Generators, Electric Utilities",Natural Gas,79936391
2003,NY,"Electric Generators, Independent Power Producers",Coal,8231712
2003,NY,"Electric Generators, Independent Power Producers",Petroleum,15609729
2003,NY,"Electric Generators, Independent Power Producers",Natural Gas,60092040
2003,NY,"Combined Heat and Power, Electric Power",Coal,539643
2003,NY,"Combined Heat and Power, Electric Power",Petroleum,278757
2003,NY,"Combined Heat and Power, Electric Power",Natural Gas,109284045
2003,NY,"Combined Heat and Power, Commercial Power",Coal,8638
2003,NY,"Combined Heat and Power, Commercial Power",Petroleum,188948
2003,NY,"Combined Heat and Power, Commercial Power",Natural Gas,1821752
2003,NY,"Combined Heat and Power, Industrial Power",Coal,161460
2003,NY,"Combined Heat and Power, Industrial Power",Petroleum,306652
2003,NY,"Combined Heat and Power, Industrial Power",Natural Gas,7993991
2003,OH,Total Electric Power Industry,Coal,57499776
2003,OH,Total Electric Power Industry,Petroleum,888136
2003,OH,Total Electric Power Industry,Natural Gas,17636329
2003,OH,Total Electric Power Industry,Other Gases (Billion BTU),2879
2003,OH,"Electric Generators, Electric Utilities",Coal,55099548
2003,OH,"Electric Generators, Electric Utilities",Petroleum,839788
2003,OH,"Electric Generators, Electric Utilities",Natural Gas,5691157
2003,OH,"Electric Generators, Independent Power Producers",Coal,2124778
2003,OH,"Electric Generators, Independent Power Producers",Petroleum,29181
2003,OH,"Electric Generators, Independent Power Producers",Natural Gas,8400393
2003,OH,"Combined Heat and Power, Electric Power",Natural Gas,2771802
2003,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),1643
2003,OH,"Combined Heat and Power, Commercial Power",Coal,155
2003,OH,"Combined Heat and Power, Commercial Power",Petroleum,2597
2003,OH,"Combined Heat and Power, Commercial Power",Natural Gas,48763
2003,OH,"Combined Heat and Power, Industrial Power",Coal,275295
2003,OH,"Combined Heat and Power, Industrial Power",Petroleum,16570
2003,OH,"Combined Heat and Power, Industrial Power",Natural Gas,724214
2003,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1236
2003,OK,Total Electric Power Industry,Coal,21857363
2003,OK,Total Electric Power Industry,Petroleum,271881
2003,OK,Total Electric Power Industry,Natural Gas,201076087
2003,OK,Total Electric Power Industry,Other Gases (Billion BTU),1212
2003,OK,"Electric Generators, Electric Utilities",Coal,20611706
2003,OK,"Electric Generators, Electric Utilities",Petroleum,188153
2003,OK,"Electric Generators, Electric Utilities",Natural Gas,141515580
2003,OK,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2003,OK,"Electric Generators, Independent Power Producers",Natural Gas,31053116
2003,OK,"Combined Heat and Power, Electric Power",Coal,943073
2003,OK,"Combined Heat and Power, Electric Power",Natural Gas,23569279
2003,OK,"Combined Heat and Power, Commercial Power",Petroleum,5067
2003,OK,"Combined Heat and Power, Commercial Power",Natural Gas,369980
2003,OK,"Combined Heat and Power, Industrial Power",Coal,302584
2003,OK,"Combined Heat and Power, Industrial Power",Petroleum,78661
2003,OK,"Combined Heat and Power, Industrial Power",Natural Gas,4568131
2003,OK,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),1212
2003,OR,Total Electric Power Industry,Coal,2540967
2003,OR,Total Electric Power Industry,Petroleum,100508
2003,OR,Total Electric Power Industry,Natural Gas,79671629
2003,OR,"Electric Generators, Electric Utilities",Coal,2532925
2003,OR,"Electric Generators, Electric Utilities",Petroleum,100369
2003,OR,"Electric Generators, Electric Utilities",Natural Gas,10152585
2003,OR,"Electric Generators, Independent Power Producers",Natural Gas,22374306
2003,OR,"Combined Heat and Power, Electric Power",Natural Gas,41350124
2003,OR,"Combined Heat and Power, Commercial Power",Petroleum,139
2003,OR,"Combined Heat and Power, Commercial Power",Natural Gas,114079
2003,OR,"Combined Heat and Power, Industrial Power",Coal,8042
2003,OR,"Combined Heat and Power, Industrial Power",Natural Gas,5680536
2003,PA,Total Electric Power Industry,Coal,51299946
2003,PA,Total Electric Power Industry,Petroleum,8845263
2003,PA,Total Electric Power Industry,Natural Gas,44243149
2003,PA,Total Electric Power Industry,Other Gases (Billion BTU),14071
2003,PA,"Electric Generators, Electric Utilities",Coal,6269498
2003,PA,"Electric Generators, Electric Utilities",Petroleum,60297
2003,PA,"Electric Generators, Electric Utilities",Natural Gas,29418
2003,PA,"Electric Generators, Independent Power Producers",Coal,39289782
2003,PA,"Electric Generators, Independent Power Producers",Petroleum,7043680
2003,PA,"Electric Generators, Independent Power Producers",Natural Gas,30317241
2003,PA,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),14
2003,PA,"Combined Heat and Power, Electric Power",Coal,5068507
2003,PA,"Combined Heat and Power, Electric Power",Petroleum,872170
2003,PA,"Combined Heat and Power, Electric Power",Natural Gas,6321898
2003,PA,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),33
2003,PA,"Combined Heat and Power, Commercial Power",Coal,1903
2003,PA,"Combined Heat and Power, Commercial Power",Petroleum,12656
2003,PA,"Combined Heat and Power, Commercial Power",Natural Gas,1820741
2003,PA,"Combined Heat and Power, Industrial Power",Coal,670256
2003,PA,"Combined Heat and Power, Industrial Power",Petroleum,856460
2003,PA,"Combined Heat and Power, Industrial Power",Natural Gas,5753851
